id,country,cntry,year,mposframe,mcosmopolitan,growth,unemp,N,n_cntry,n_cy
RO-2004,Romania,RO,2004,0.8598197175025238,0.6117289495747994,10.42811302,7.71999979,416585,15342,1012
RO-2005,Romania,RO,2005,0.7972520355005385,0.5717201336587564,4.668148051,7.170000076,416585,15342,2004
RO-2006,Romania,RO,2006,0.8092837239388964,0.5694552254897083,8.028811076,7.269999981,416585,15342,957
RO-2007,Romania,RO,2007,0.8170212624579651,0.6043606731290735,7.233807744,6.409999847,416585,15342,1019
RO-2008,Romania,RO,2008,0.7808535777285778,0.5828545475866904,9.307467171,5.7899999619999996,416585,15342,2072
RO-2009,Romania,RO,2009,0.7753118333602664,0.5790623141762743,-5.517394408,6.860000134,416585,15342,1053
RO-2010,Romania,RO,2010,0.718381275110617,0.5701655167637355,-3.90123628,6.9600000380000004,416585,15342,2021
RO-2011,Romania,RO,2011,0.737320230572443,0.5648881095415018,1.906067707,7.179999828,416585,15342,2034
RO-2012,Romania,RO,2012,0.7212122767824732,0.571759296711381,2.040665131,6.7899999619999996,416585,15342,2087
RO-2013,Romania,RO,2013,0.7165838906143616,0.5715358638488832,3.770962304,7.099999905,416585,15342,1083
SE-2004,Sweden,SE,2004,0.5198421647796648,0.47715483682983684,4.336856154,6.690000057,416585,16285,2000
SE-2005,Sweden,SE,2005,0.5422043750556147,0.4957548352905669,2.85880324,7.489999771,416585,16285,2057
SE-2006,Sweden,SE,2006,0.5888761244218471,0.5380807846147079,4.662773552,7.070000172,416585,16285,1017
SE-2007,Sweden,SE,2007,0.5904717200985857,0.535213241705779,3.439221776,6.159999847,416585,16285,1005
