country,cntry,year,mcosmo,mutil,mcomm,mlib,mpos,mneg,n_cy,growth,unemp,bailout
Germany,DE,2006,0.5051529510245106,0.04391262407317453,0.25819936943790156,0.17569704760071733,0.5490655750976852,0.43389641703861886,1526,3.816441913,10.25,0
Germany,DE,2007,0.5092718931945633,0.04770046359603531,0.22730115408568813,0.19655927167493592,0.5569723567905986,0.42386042576062405,1513,2.976455131,8.659999847,0
Germany,DE,2008,0.4851556431948589,0.04986040919864449,0.23439550645433,0.2037910555312516,0.5350160523935034,0.4381865619855816,3060,0.959879134,7.519999981,0
Germany,DE,2009,0.5172264052548068,0.05563774805848782,0.19421746058139716,0.199232785048505,0.5728641533132947,0.39345024562990216,1514,-5.693836336,7.739999771,0
Germany,DE,2010,0.4531916893392566,0.0432109397218232,0.21446793354603855,0.2567990916822543,0.49640262906107974,0.47126702522829284,3124,4.179882499,6.96999979,0
Germany,DE,2011,0.44573488394672905,0.05023410259336065,0.20272494345875405,0.27266955844892715,0.4959689865400897,0.47539450190768123,3073,3.925192705,5.820000172,0
Germany,DE,2012,0.4568047152658771,0.046902417643279265,0.2101106809494538,0.2626834916244185,0.5037071329091564,0.4727941725738723,3064,0.418497594,5.3800001140000004,0
Germany,DE,2013,0.4398975059689345,0.044692378620950046,0.21756613899471042,0.26888644745787604,0.4845898845898846,0.48645258645258643,1554,0.437591303,5.230000019,0
Denmark,DK,2004,0.46906697291312677,0.10487244237244236,0.20569837925607157,0.18732473011319165,0.5739394152855691,0.3930231093692632,2028,2.668219267,5.199999809,0
Denmark,DK,2005,0.4947166957968686,0.1123714859312555,0.2103363724343081,0.15089037622643,0.6070881817281241,0.3612267486607381,2083,2.336641308,4.829999924,0
Denmark,DK,2006,0.5040915819189629,0.12096503584598822,0.17965826061064155,0.15857877241805812,0.6250566177649511,0.3382370330286997,1008,3.913007978,3.9000000950000002,0
Denmark,DK,2007,0.5464329471814502,0.11301104916374377,0.17590069611027695,0.13770919976009796,0.6594439963451939,0.3136098958703749,1002,0.909238928,3.799999952,0
Denmark,DK,2008,0.5289841754443524,0.095649128539984,0.20254600638081463,0.14922186957585187,0.6246333039843365,0.35176787595666653,2034,-0.512016745,3.680000067,0
Denmark,DK,2009,0.47976335846614176,0.08812201163095795,0.24050169512396152,0.16477396857615545,0.5678853700970997,0.405275663700117,1006,-4.90654773,6.409999847,0
Denmark,DK,2010,0.497700541730211,0.07416259972193824,0.26031937690498,0.14058012755726762,0.5718631414521492,0.40089950446224765,2056,1.870991147,7.75,0
Denmark,DK,2011,0.516749395060407,0.0782716883535336,0.21513122156723347,0.16653420295533392,0.5950210834139406,0.38166542452256735,2016,1.336777767,7.769999981,0
Denmark,DK,2012,0.5232902210118345,0.060274577679956164,0.21029529346262413,0.17675743772606323,0.5835647986917907,0.3870527311886874,2008,0.226499792,7.800000191,0
Denmark,DK,2013,0.5162493283388806,0.06545962881783778,0.2395731383044816,0.1627975065288498,0.5817089571567183,0.4023706448333314,1005,0.933340972,7.3800001140000004,0
Estonia,EE,2004,0.4358792041292041,0.11787390387390387,0.1857563936063936,0.21049049839049838,0.553753108003108,0.396246891996892,1000,6.804007771,10.25,0
Estonia,EE,2005,0.42194207868870537,0.10092785913625493,0.1841293902388355,0.22053690382026214,0.5228699378249603,0.40466629405909765,2001,9.526426972,8.029999733,0
Estonia,EE,2006,0.4307564358462562,0.09854643582188492,0.1723847482081015,0.21048802882635217,0.5293028716681412,0.38287277703445366,1002,9.76558337,5.909999847,0
Estonia,EE,2007,0.614430588758947,0.09141015700717194,0.10667987623211504,0.1098674377032586,0.7058407457661189,0.21654731393537363,1005,7.57914052,4.590000153,0
Estonia,EE,2008,0.6018036010184564,0.07751875769074174,0.12242998084224405,0.11250488876361259,0.6793223587091982,0.23493486960585663,2006,-5.132000958,5.449999809,0
Estonia,EE,2009,0.6077099768716535,0.0755861293286443,0.13492142698729526,0.116912207331369,0.6832961062002978,0.25183363431866423,1002,-14.62905503,13.55000019,0
Estonia,EE,2010,0.5838988997113997,0.06835023448773449,0.14521789321789322,0.12253297258297258,0.6522491341991342,0.2677508658008658,2000,2.444265118,16.70999908,0
Estonia,EE,2011,0.5362006593284676,0.05648154751998986,0.159326486460785,0.1586253556173676,0.5926822068484575,0.31795184207815264,2003,7.263084581,12.32999992,0
Estonia,EE,2012,0.5573174426394596,0.05368508592422721,0.13049124420816882,0.17712829412779488,0.6110025285636869,0.30761953833596367,2003,3.228200494,10.02000046,0
Estonia,EE,2013,0.5448330445336433,0.04499837321693609,0.11860025370504412,0.18278589341463594,0.5898314177505795,0.30138614711968004,1002,1.458428636,8.630000114,0
Spain,ES,2004,0.5577226009010487,0.1545050078169208,0.09835224093751034,0.073256037640615,0.7122276087179695,0.17160827857812533,2023,3.122795242,11.09000015,0
Spain,ES,2005,0.5146694567489074,0.11253973942791991,0.09708284467970589,0.07266725291492335,0.6272091961768274,0.16975009759462922,2039,3.652032674,9.149999619,0
Spain,ES,2006,0.4958676343004701,0.13112878000937703,0.07753894530013933,0.05864871999200357,0.6269964143098471,0.1361876652921429,1005,4.102727115,8.449999809,0
Spain,ES,2007,0.5064650793650793,0.12713531746031745,0.10893730158730158,0.07246230158730159,0.6336003968253968,0.18139960317460319,1000,3.604687971,8.229999542,0
Spain,ES,2008,0.5016815793377525,0.09671218544804379,0.14293931870173876,0.07470233215437347,0.5983937647857963,0.21764165085611223,2033,0.887145182,11.25,0
Spain,ES,2009,0.6026960784313725,0.1832282913165266,0.0542483660130719,0.06865079365079366,0.7859243697478991,0.12289915966386554,1020,-3.763231927,17.86000061,0
Spain,ES,2010,0.4618772248069707,0.10123701244777478,0.15623720657352944,0.1361542861169169,0.5631142372547455,0.29239149269044634,2007,0.163010231,19.86000061,0
Spain,ES,2011,0.45393938098754383,0.08756903749455884,0.17084648910617134,0.1496113287573069,0.5415084184821027,0.3204578178634782,2014,-0.814373455,21.38999939,0
Spain,ES,2012,0.4192296617122661,0.08389740919561993,0.15042779040045443,0.19236959197197764,0.503127070907886,0.34279738237243207,2012,-2.959441302,24.79000092,1
Spain,ES,2013,0.39100181607600004,0.05590491770016993,0.1893860068934253,0.21237194775770443,0.44690673377616996,0.40175795465112973,1011,-1.435394259,26.09000015,1
Finland,FI,2004,0.4806391566111054,0.05525120794559771,0.19606510478803785,0.2276901999465976,0.5358903645567031,0.42375530473463546,2032,3.99209129,10.35999966,0
Finland,FI,2005,0.46795145373361746,0.05387296129255194,0.205958696382673,0.2415151342051927,0.5218244150261694,0.44747383058786566,2052,2.779850556,8.380000114,0
Finland,FI,2006,0.45414984838444084,0.05610274141586269,0.191809962734416,0.2561879444831731,0.5102525898003035,0.44799790721758914,1006,4.027409658,7.71999979,0
Finland,FI,2007,0.4915041899868489,0.056864926445851303,0.1456662690766737,0.2539414931033428,0.5483691164327003,0.39960776218001653,1038,5.299336507,6.849999905,0
Finland,FI,2008,0.4825240703851262,0.06453768260292164,0.1504037421741605,0.2412795247581104,0.5470617529880478,0.3916832669322709,2008,0.783995061,6.3699998859999996,0
Finland,FI,2009,0.48783073780617986,0.06845136145234378,0.14912206054151045,0.2513738362706929,0.5562820992585236,0.40049589681220327,1018,-8.074447432,8.25,0
Finland,FI,2010,0.4680778468789436,0.059239086768997036,0.15995935769116226,0.2723448452511264,0.5273169336479406,0.43230420294228866,2006,3.185958654,8.390000343,0
Finland,FI,2011,0.4839241639491016,0.06594855961439502,0.15568645541214118,0.25703433723383845,0.5498727235634966,0.41272079264597966,2005,2.547664838,7.78000021,0
Finland,FI,2012,0.44859554456168,0.0634856787745234,0.15881046935578808,0.2867776300171718,0.5120812233362034,0.4455880993729599,2008,-1.397545728,7.690000057,0
Finland,FI,2013,0.46316640994988273,0.06570464925590448,0.15292296325246116,0.2774109984622537,0.5288710592057873,0.43033396171471483,956,-0.901696316,8.18999958,0
France,FR,2004,0.5485824757771791,0.07324492030230137,0.2239456853973774,0.11989636432991019,0.6218273960794805,0.3438420497272876,2039,2.829752929,8.909999847,0
France,FR,2005,0.5526791216919866,0.05513629671224921,0.2452349083101186,0.12418866388435908,0.6078154184042358,0.3694235721944777,2021,1.66321998,8.489999771,0
France,FR,2006,0.5655349008290185,0.05002189259542201,0.2222080397815692,0.13772536287242168,0.6155567934244405,0.3599334026539909,1020,2.449323601,8.449999809,0
France,FR,2007,0.5679512655820652,0.0574884367579333,0.21847073897912989,0.1323975547322043,0.6254397023399985,0.35086829371133416,1013,2.424736243,7.659999847,0
France,FR,2008,0.5818958738407214,0.052566591608681594,0.1876971426681151,0.1405883357625012,0.634462465449403,0.3282854784306163,2067,0.25494596,7.059999943,0
France,FR,2009,0.5546691147437416,0.05548092868988391,0.1884482350153992,0.1695609255310748,0.6101500434336256,0.35800916054647397,1005,-2.873313828,8.739999771,0
France,FR,2010,0.5458416421451441,0.04480217010615843,0.19592696403250878,0.17354595523369842,0.5906438122513025,0.3694729192662072,2056,1.949437623,8.869999886,0
France,FR,2011,0.5020326875051668,0.049970173788975544,0.20663863657044368,0.2009298611222625,0.5520028612941423,0.40756849769270614,2053,2.192700633,8.81000042,0
France,FR,2012,0.5265116879260799,0.05337661649076041,0.207799462737428,0.18600950331719562,0.5798883044168404,0.3938089660546236,2015,0.313134751,9.399999619,0
France,FR,2013,0.49258091706570606,0.046580752689683015,0.22069242228712296,0.19107819451293445,0.539161669755389,0.41177061680005744,1019,0.576326675,9.9200000760000009,0
United Kingdom,GB,2004,0.3799868149189672,0.0820617115848929,0.21547684212591864,0.18451760159261102,0.4620485265038601,0.39999444371852966,2653,2.355629762,4.590000153,0
United Kingdom,GB,2005,0.36148002832479775,0.0730654516087587,0.21900181329315188,0.19834622008412783,0.4345454799335564,0.4173480333772797,2667,2.59328001,4.75,0
United Kingdom,GB,2006,0.37542485884711496,0.07328593027907052,0.20734537312281215,0.2075109109217341,0.44871078912618545,0.4148562840445462,1312,2.584104677,5.349999905,0
United Kingdom,GB,2007,0.3730256791477413,0.07095389657937043,0.23109802757262954,0.1823901753204255,0.4439795757271117,0.41348820289305505,1319,2.269486875,5.260000229,0
United Kingdom,GB,2008,0.3329501504616271,0.06852070292200362,0.22804354108868263,0.19795308831269046,0.40147085338363075,0.42599662940137306,2614,-0.239638085,5.6199998859999996,0
United Kingdom,GB,2009,0.3546750610290701,0.060700740258228914,0.20884409337510698,0.21995559701686782,0.415375801287299,0.4287996903919748,1322,-4.247356266,7.5399999619999996,0
United Kingdom,GB,2010,0.3228237836322699,0.05252290289560932,0.22555832504227,0.24389621167144102,0.37534668652787917,0.469454536713711,2616,2.131438198,7.7899999619999996,0
United Kingdom,GB,2011,0.30129619839654176,0.05715602173061158,0.22477742381405105,0.26759065365513285,0.35845222012715333,0.49236807746918393,2621,1.457563391,8.039999962,0
United Kingdom,GB,2012,0.2999051255375518,0.052075947773533054,0.23715608738606056,0.25294792937567945,0.3519810733110848,0.49010401676174004,2609,1.469887521,7.8800001140000004,0
United Kingdom,GB,2013,0.33442881299203137,0.05837951533353832,0.2254697005846431,0.24379093660702855,0.3928083283255697,0.46926063719167166,1305,1.890018342,7.519999981,0
Greece,GR,2004,0.5542311636825352,0.14224549487641758,0.2093568194066947,0.04977749460293101,0.6964766585589528,0.2591343140096257,2005,5.060992902,10.31000042,0
Greece,GR,2005,0.552025468975469,0.10614446248196248,0.25731594516594514,0.06951412337662338,0.6581699314574314,0.3268300685425685,2000,0.59914188,9.989999771,0
Greece,GR,2006,0.5610115079365079,0.08176825396825396,0.27040436507936505,0.07281587301587301,0.6427797619047619,0.3432202380952381,1000,5.652433708,9.010000229,0
Greece,GR,2007,0.5899753968253968,0.09074880952380952,0.24030714285714286,0.06796865079365079,0.6807242063492064,0.30827579365079366,1000,3.273746933,8.399999619,0
Greece,GR,2008,0.5443632575757575,0.10565064935064934,0.2574606240981241,0.07252546897546898,0.6500139069264069,0.32998609307359306,2000,-0.335172558,7.760000229,0
Greece,GR,2009,0.5519239898989899,0.12120898268398268,0.22169534632034632,0.0741716810966811,0.6731329725829726,0.2958670274170274,1000,-4.300733458,9.619999886,0
Greece,GR,2010,0.4658531746031746,0.08307142857142857,0.29834226190476193,0.10173313492063492,0.5489246031746031,0.40007539682539683,2000,-5.478627432,12.71000004,1
Greece,GR,2011,0.42941011904761905,0.09303611111111111,0.34591329365079365,0.0976404761904762,0.5224462301587302,0.4435537698412698,2000,-10.14931483,17.86000061,1
Greece,GR,2012,0.4136952333380905,0.06824841824841825,0.36892353678067963,0.0861957486957487,0.4819436515865087,0.4551192854764283,2002,-7.086696786,24.44000053,1
Greece,GR,2013,0.3925771645021645,0.07387189754689755,0.3808949494949495,0.09565598845598845,0.46644906204906206,0.47655093795093795,1000,-2.515997222,27.46999931,1
Hungary,HU,2004,0.519646469572505,0.14929193368542482,0.20847632534023067,0.07031702682590256,0.6689384032579299,0.2787933521661332,1014,5.000448324,5.829999924,0
Hungary,HU,2005,0.5172816081083211,0.12702983874781293,0.20897487429264985,0.0816689916615438,0.6443114468561341,0.29064386595419367,2014,4.295278477,7.190000057,0
Hungary,HU,2006,0.5412040927482104,0.12644218798630563,0.17062052598817304,0.08036064425770308,0.667646280734516,0.25098117024587613,1020,3.947769723,7.489999771,0
Hungary,HU,2007,0.5417673970606376,0.08955398202416096,0.22911868615148934,0.10775078963448745,0.6313213790847986,0.33686947578597676,1006,0.276980757,7.409999847,0
Hungary,HU,2008,0.5361735486735487,0.08274562738848452,0.2078425542711257,0.10380770023627166,0.6189191760620332,0.31165025450739736,2002,1.006464779,7.820000172,1
Hungary,HU,2009,0.49122639606510576,0.08523328523328523,0.23882449688901303,0.10651445328864684,0.576459681298391,0.34533895017765986,1023,-6.595474129,10.02999973,1
Hungary,HU,2010,0.5373073888424765,0.08281815650236703,0.2197848015099477,0.09235086172220675,0.6201255453448435,0.31213566323215447,2052,1.083118668,11.17000008,1
Hungary,HU,2011,0.4825690826058473,0.09737862899627606,0.2223184971346736,0.11636124224359519,0.5799477116021233,0.3386797393782688,2040,1.860155072,11.02999973,0
Hungary,HU,2012,0.4794889169275823,0.08625130457809554,0.22222319578796518,0.13254688692618036,0.5657402215056778,0.3547700827141455,2038,-1.257749507,11,0
Hungary,HU,2013,0.5217852119750854,0.105142501661489,0.1861868440982365,0.11288349484552015,0.6269277136365744,0.2990703389437567,1027,1.806363928,10.18000031,0
Ireland,IE,2004,0.477173768815448,0.19612387168609058,0.13935171663807347,0.0789048657489437,0.6732976405015385,0.21825658238701717,2001,6.785872817,4.489999771,0
Ireland,IE,2005,0.49630378581991486,0.19761068680423519,0.15271962804220868,0.08140560156689189,0.6939144726241501,0.23412522960910057,2015,5.73621145,4.340000153,0
Ireland,IE,2006,0.5370697431514979,0.19527765908623337,0.16295201696497807,0.04986508727784899,0.7323474022377312,0.21281710424282707,1003,4.980502016,4.409999847,0
Ireland,IE,2007,0.5163952380952381,0.1760484126984127,0.17978571428571427,0.06477063492063492,0.6924436507936508,0.2445563492063492,1000,5.30546835,4.980000019,0
Ireland,IE,2008,0.5100036939108795,0.15644664854994197,0.16591823567871472,0.07831006457503463,0.6664503424608215,0.24422830025374936,2004,-4.486599314,6.769999981,0
Ireland,IE,2009,0.5132633220170312,0.15413691155530918,0.17919095686158001,0.0742792348875435,0.6674002335723404,0.2534701917491235,1011,-5.100471121,12.60999966,0
Ireland,IE,2010,0.4809625912050454,0.14900135874900844,0.18551341862821327,0.09991105299121132,0.6299639499540539,0.28542447161942464,2021,1.755080743,14.52999973,1
Ireland,IE,2011,0.46135963789904677,0.11716967351203804,0.2026847823769006,0.12371201458639883,0.5785293114110848,0.32639679696329943,2030,1.068526654,15.350000380000001,1
Ireland,IE,2012,0.4330232142857143,0.12907222222222223,0.20626785714285714,0.13663670634920635,0.5620954365079365,0.3429045634920635,2000,-0.052354785,15.44999981,1
Ireland,IE,2013,0.4253767190892939,0.10705877622045287,0.2068440042990941,0.1659101211496421,0.5324354953097468,0.3727541254487362,1002,1.267014661,13.72999954,1
Italy,IT,2004,0.5986166346557544,0.1086423587279333,0.1381247277579796,0.07588767250136443,0.7072589933836878,0.214012400259344,2045,1.423594158,7.8699998859999996,0
Italy,IT,2005,0.563598794474543,0.12815321737477425,0.16625182175331876,0.07612790292431011,0.6917520118493172,0.24237972467762886,2004,0.817848974,7.730000019,0
Italy,IT,2006,0.5815309523809524,0.12036904761904761,0.13403333333333334,0.062066666666666666,0.7019,0.1961,1000,1.790639681,6.78000021,0
Italy,IT,2007,0.5668234323432343,0.12723479490806222,0.18108793022159358,0.04762611975483263,0.6940582272512965,0.22871404997642622,1010,1.48707298,6.079999924,0
Italy,IT,2008,0.49945610345274294,0.1290158806361399,0.1889565187572869,0.07359406076400796,0.6284719840888828,0.26255057952129485,2083,-0.962012841,6.71999979,0
Italy,IT,2009,0.5630883434454863,0.12928617392903108,0.18790257093828522,0.07628661825090396,0.6923745173745174,0.2641891891891892,1036,-5.280937208,7.75,0
Italy,IT,2010,0.5378724963361016,0.10913183055342313,0.1888233652034336,0.07623874659780865,0.6470043268895247,0.26506211180124223,2047,1.713295839,8.359999657,0
Italy,IT,2011,0.47150314393068016,0.1274169925619201,0.20413062648569893,0.10854343992025152,0.5989201364926002,0.31267406640595047,2070,0.707333347,8.359999657,0
Italy,IT,2012,0.43122678149273896,0.10508350987074391,0.2145864035491695,0.1432038853581407,0.5363102913634828,0.3577902889073102,2068,-2.980905768,10.649999619999999,0
Italy,IT,2013,0.45681001051920933,0.11163314649961534,0.2226979416890396,0.11687077072833749,0.5684431570188246,0.33956871241737713,1011,-1.841065451,12.149999619999999,0
Lithuania,LT,2004,0.5213061971295504,0.23733168583467984,0.10490170452745302,0.05761809713905522,0.7586378829642303,0.16251980166650826,1002,6.569490118,10.68000031,0
Lithuania,LT,2005,0.517098693309766,0.17951419426950815,0.12340588641873862,0.08260109747999021,0.6966128875792741,0.20600698389872882,2023,7.732367604,8.319999695,0
Lithuania,LT,2006,0.5439050890228515,0.18502227518419864,0.09505311774693521,0.07788409115690764,0.7289273642070502,0.17293720890384287,1019,7.414121335,5.78000021,0
Lithuania,LT,2007,0.6022402313905261,0.17614252970343344,0.09793791124832382,0.07161645928836498,0.7783827610939595,0.16955437053668881,1018,11.10748014,4.25,0
Lithuania,LT,2008,0.5998728674540682,0.14755479783777029,0.10109341801024872,0.08454978283964504,0.7474276652918386,0.18564320084989377,2032,2.614423033,5.829999924,0
Lithuania,LT,2009,0.5731078061723223,0.14109528464367174,0.10954126518642647,0.10489689521947586,0.7142030908159941,0.21443816040590233,1023,-14.83860837,13.78999996,0
Lithuania,LT,2010,0.5864216701173223,0.12208399993726081,0.11085172375933246,0.10653193424932555,0.7085056700545831,0.217383658008658,2024,1.651240653,17.80999947,0
Lithuania,LT,2011,0.5647950895757913,0.13932883907299112,0.09832586868405582,0.12250146972369194,0.7041239286487825,0.22082733840774776,2052,6.03900816,15.39000034,0
Lithuania,LT,2012,0.5787031431658517,0.11907896786454196,0.11512791945814517,0.11594178501685862,0.6977821110303937,0.23106970447500377,2038,3.843864749,13.35999966,0
